item_id,order_id,product_id,quantity,unit_price,discount_percent
I0000633,O000454,P00326,1,5900.46,20
I0000634,O000131,P00333,2,3434.21,20
I0000635,O000862,P00472,5,4120.08,5
I0000636,O001143,P00399,4,1088.55,5
I0000637,O000911,P00328,3,696.18,25
I0000638,O001091,P00511,2,362.85,20
I0000639,O000826,P00400,3,4595.65,25
I0000640,O001150,P00081,4,4760.05,0
I0000641,O000757,P00213,5,4806.6,25
I0000642,O001382,P00323,4,3332.64,0
I0000643,O000721,P00171,5,2638.52,10
I0000644,O001140,P00024,3,8116.28,0
I0000645,O000270,P00385,5,3704.1,25
I0000646,O000811,P00127,1,5283.01,0
I0000647,O000326,P00297,2,1240.28,20
I0000648,O000837,P00411,5,6321.96,0
I0000649,O000572,P00429,5,1485.3,5
I0000650,O001029,P00109,3,5382.63,10
I0000651,O001014,P00231,4,2019.21,5
I0000652,O000364,P00461,2,887.28,0
I0000653,O000951,P00546,3,5565.76,20
I0000654,O001189,P00101,4,746.22,10
I0000655,O001304,P00421,2,3520.74,0
I0000656,O001270,P00142,5,726.42,0
I0000657,O000666,P00419,1,3332.18,0
I0000658,O000759,P00484,1,5575.12,15
I0000659,O001048,P00399,5,1548.77,25
I0000660,O000756,P00166,4,3033.59,0
I0000661,O000410,P00180,4,6747.13,5
I0000662,O000424,P00067,1,4404.02,10
I0000663,O000909,P00251,5,2838.68,25
I0000664,O001025,P00182,4,6493.28,25
I0000665,O000502,P00340,2,5162.71,0
I0000666,O001397,P00008,1,6634.78,25
I0000667,O000790,P00533,4,5028.14,10
I0000668,O000248,P00267,5,5823.59,15
I0000669,O000899,P00547,1,5882.49,20
I0000670,O000816,P00062,3,7506.49,20
I0000671,O000819,P00041,3,1761.06,15
I0000672,O000255,P00451,4,3707.5,25
I0000673,O000229,P00269,5,4673.82,5
I0000674,O000291,P00423,3,1682.02,25
I0000675,O000542,P00495,2,1803.0,20
I0000676,O001007,P00076,4,7985.37,25
I0000677,O000605,P00267,3,5766.55,5
I0000678,O001164,P00462,3,1213.26,0
I0000679,O001069,P00144,2,5106.54,0
I0000680,O000743,P00380,5,6275.69,5
I0000681,O001299,P00163,5,541.07,20
I0000682,O000317,P00451,3,4835.65,20
I0000683,O001245,P00132,2,6571.52,10
I0000684,O000058,P00264,2,8248.35,15
I0000685,O001197,P00311,2,5257.57,5
I0000686,O000832,P00521,5,2444.15,0
I0000687,O001203,P00353,2,866.93,5
I0000688,O000775,P00536,3,5099.49,10
I0000689,O000988,P00174,5,5341.19,10
I0000690,O000702,P00015,1,3038.88,0
I0000691,O000570,P00230,2,3408.57,20
I0000692,O000731,P00123,2,1318.25,15
I0000693,O000468,P00013,5,2079.19,5
I0000694,O001283,P00034,4,1240.01,5
I0000695,O000556,P00520,1,1449.87,15
I0000696,O000915,P00082,1,7284.81,0
I0000697,O000375,P00251,3,2553.82,20
I0000698,O000935,P00251,2,2067.43,15
I0000699,O000569,P00273,5,3592.54,0
I0000700,O001071,P00066,2,2237.7,0
I0000701,O001200,P00234,2,3357.55,10
I0000702,O001100,P00476,1,6501.93,0
I0000703,O000403,P00327,1,1282.03,10
I0000704,O000405,P00086,4,157.47,15
I0000705,O000998,P00221,5,3343.3,0
I0000706,O000907,P00441,1,7094.21,0
I0000707,O000516,P00468,1,6851.95,15
I0000708,O001293,P00278,4,4987.59,15
I0000709,O000582,P00495,5,2537.49,5
I0000710,O000510,P00271,5,1666.28,20
I0000711,O001282,P00516,3,2036.91,25
I0000712,O000014,P00187,4,6567.22,15
I0000713,O000335,P00482,4,2498.76,25
I0000714,O000194,P00443,3,8630.08,10
I0000715,O000375,P00351,5,6062.06,0
I0000716,O000630,P00238,2,1639.86,5
I0000717,O000211,P00544,4,5273.87,15
I0000718,O001377,P00216,5,2749.18,0
I0000719,O000352,P00197,4,4636.38,15
I0000720,O001058,P00161,3,1364.93,20
I0000721,O000469,P00427,3,2974.47,10
I0000722,O000297,P00311,3,6026.23,20
I0000723,O000922,P00363,3,1510.54,15
I0000724,O000012,P00403,4,2864.29,10
I0000725,O000725,P00057,4,7274.48,0
I0000726,O000040,P00468,3,7011.08,0
I0000727,O000604,P00214,3,3020.47,0
I0000728,O000784,P00330,4,4673.76,15
I0000729,O001265,P00205,2,7263.61,25
I0000730,O000153,P00281,1,2079.03,5
I0000731,O000963,P00492,5,4465.16,0
I0000732,O000512,P00400,4,5156.18,15
I0000733,O000208,P00385,1,3202.14,5
I0000734,O000757,P00283,5,6322.57,5
I0000735,O000276,P00114,4,2092.27,0
I0000736,O000311,P00333,4,3779.51,15
I0000737,O000410,P00307,5,3169.55,10
I0000738,O001173,P00252,3,2928.58,20
I0000739,O001088,P00267,5,6041.27,20
I0000740,O000140,P00023,2,2145.41,20
I0000741,O000914,P00322,3,263.9,0
I0000742,O000960,P00189,3,5573.54,5
I0000743,O001388,P00342,2,926.22,5
I0000744,O000048,P00262,5,6116.54,20
I0000745,O000812,P00421,4,4869.02,25
I0000746,O000124,P00050,5,7616.53,15
I0000747,O001159,P00383,1,4549.22,0
I0000748,O001104,P00517,3,5740.27,15
I0000749,O000155,P00342,1,799.62,15
I0000750,O000325,P00116,5,7769.21,25
I0000751,O000960,P00090,5,246.49,0
I0000752,O000568,P00075,4,1991.39,20
I0000753,O000150,P00156,3,2602.26,15
I0000754,O001081,P00348,4,203.08,20
I0000755,O000823,P00443,1,7595.88,0
I0000756,O000018,P00400,1,5032.0,10
I0000757,O000457,P00155,3,218.2,25
I0000758,O000938,P00335,5,1799.2,0
I0000759,O000313,P00364,5,3397.33,0
I0000760,O000372,P00212,3,2526.6,15
I0000761,O001107,P00041,2,1522.43,0
I0000762,O000472,P00336,3,1168.87,0
I0000763,O000869,P00311,2,7815.55,0
I0000764,O000056,P00223,3,2114.7,10
I0000765,O000053,P00127,4,5820.39,20
I0000766,O000101,P00214,4,2609.14,10
I0000767,O000780,P00204,2,463.04,0
I0000768,O001038,P00096,2,1060.18,20
I0000769,O000334,P00529,1,589.39,0
I0000770,O000734,P00501,5,2402.95,5
I0000771,O000431,P00426,2,7774.91,25
I0000772,O000979,P00520,3,1280.65,0
I0000773,O000015,P00468,1,5920.3,10
I0000774,O000727,P00410,1,1890.92,5
I0000775,O001336,P00067,4,3930.9,20
I0000776,O000966,P00087,4,2810.38,5
I0000777,O000289,P00332,1,6239.02,0
I0000778,O001063,P00010,2,1857.66,20
I0000779,O000126,P00482,1,2977.46,0
I0000780,O001265,P00301,3,1895.79,0
I0000781,O000358,P00430,2,6941.01,0
I0000782,O000225,P00186,3,355.17,0
I0000783,O000627,P00510,2,2378.0,5
I0000784,O000658,P00272,5,1104.62,0
I0000785,O000964,P00340,1,4265.31,25
I0000786,O000096,P00148,4,888.28,25
I0000787,O000324,P00538,2,5436.56,5
I0000788,O000860,P00229,1,1556.02,0
I0000789,O000851,P00488,4,7768.1,15
I0000790,O001236,P00451,2,4951.43,0
I0000791,O000962,P00319,4,1256.99,5
I0000792,O001345,P00132,3,7281.48,15
I0000793,O001010,P00099,4,2180.12,25
I0000794,O000450,P00201,2,932.61,25
I0000795,O001351,P00147,2,2833.57,0
I0000796,O001260,P00414,3,1620.84,0
I0000797,O001351,P00257,2,4820.85,20
I0000798,O001065,P00474,5,351.74,5
I0000799,O000865,P00135,3,5606.92,0
I0000800,O001295,P00036,4,1916.48,0
I0000801,O000293,P00187,1,7460.39,25
I0000802,O000813,P00244,2,4204.39,15
I0000803,O000705,P00493,4,4517.36,25
I0000804,O000440,P00416,4,1413.76,5
I0000805,O000573,P00451,1,4680.07,15
I0000806,O000382,P00346,3,4379.6,25
I0000807,O000935,P00500,5,3893.93,20
I0000808,O000539,P00351,5,5701.48,5
I0000809,O001113,P00437,1,252.14,0
I0000810,O000247,P00469,1,426.06,5
I0000811,O000629,P00130,3,1798.44,15
I0000812,O000374,P00085,5,596.13,15
I0000813,O001394,P00200,2,4001.46,0
I0000814,O001077,P00204,3,464.95,0
I0000815,O000097,P00544,5,5500.78,5
I0000816,O000342,P00236,5,4264.99,0
I0000817,O000464,P00170,5,2693.55,25
I0000818,O001249,P00156,5,2891.32,0
I0000819,O000821,P00286,1,1533.05,15
I0000820,O000959,P00432,4,4167.09,20
I0000821,O000154,P00308,1,4725.01,15
I0000822,O001256,P00320,2,6160.9,0
I0000823,O000288,P00061,4,1758.18,25
I0000824,O000802,P00165,2,4116.64,20
I0000825,O001212,P00430,4,5184.84,25
I0000826,O000464,P00359,1,2313.16,5
I0000827,O000253,P00144,4,6082.91,15
I0000828,O000909,P00156,2,2555.43,5
I0000829,O001305,P00336,1,931.03,5
I0000830,O001288,P00537,1,6064.59,0
I0000831,O000256,P00449,3,3220.65,15
I0000832,O000145,P00466,2,2391.46,25
I0000833,O000084,P00350,3,4529.83,5
I0000834,O000873,P00116,4,7176.2,20
I0000835,O000461,P00499,3,3836.56,0
I0000836,O001362,P00372,2,3218.92,20
I0000837,O000117,P00443,4,7782.69,25
I0000838,O000516,P00287,3,5497.89,5
I0000839,O000731,P00430,3,4924.16,0
I0000840,O001200,P00498,2,1930.0,15
I0000841,O000213,P00445,3,8749.11,25
I0000842,O001243,P00500,5,4148.57,10
I0000843,O000087,P00532,4,7174.42,15
I0000844,O000195,P00101,5,595.56,25
I0000845,O001189,P00245,3,3225.28,15
I0000846,O000082,P00432,4,4212.64,25
I0000847,O001175,P00451,4,5046.57,0
I0000848,O001371,P00409,4,1572.21,0
I0000849,O001292,P00186,1,375.48,0
I0000850,O000059,P00300,4,5781.81,25
I0000851,O001399,P00260,3,2289.29,0
I0000852,O000098,P00284,4,3124.45,20
I0000853,O000429,P00270,2,2328.85,25
I0000854,O000714,P00330,4,5588.71,0
I0000855,O000684,P00512,1,519.66,15
I0000856,O000627,P00234,3,2554.68,20
I0000857,O000641,P00093,4,4272.22,20
I0000858,O000415,P00191,4,4607.79,20
I0000859,O000691,P00498,3,2170.52,5
I0000860,O000662,P00164,2,1739.02,0
I0000861,O001316,P00318,5,2675.85,25
I0000862,O001267,P00183,4,3034.01,0
I0000863,O001225,P00096,1,1060.69,20
I0000864,O000299,P00415,3,3048.46,15
I0000865,O000273,P00363,4,1911.89,0
I0000866,O001168,P00301,5,2332.17,5
I0000867,O000084,P00231,4,1644.99,0
I0000868,O001013,P00281,1,2061.72,20
I0000869,O000463,P00225,2,279.84,25
I0000870,O000026,P00222,2,5005.46,0
I0000871,O000849,P00495,4,2197.79,15
I0000872,O000382,P00197,4,4629.14,15
I0000873,O000793,P00410,5,2200.46,20
I0000874,O000884,P00373,3,4892.25,0
I0000875,O000732,P00328,5,672.0,20
I0000876,O000506,P00138,3,3698.0,15
I0000877,O001040,P00132,1,7764.15,15
I0000878,O001238,P00322,1,214.0,5
I0000879,O000552,P00230,4,3363.64,0
I0000880,O000897,P00472,5,3904.85,10
I0000881,O000046,P00067,2,4373.87,15
I0000882,O000977,P00059,3,3359.99,0
I0000883,O000134,P00066,3,2871.26,5
I0000884,O001225,P00259,1,2243.33,20
I0000885,O000441,P00137,4,4473.34,5
I0000886,O000477,P00312,3,5668.37,15
I0000887,O001106,P00417,2,5006.86,15
I0000888,O001249,P00323,1,2772.9,25
I0000889,O000246,P00367,5,4186.65,0
I0000890,O000848,P00066,5,2653.24,20
I0000891,O001232,P00200,2,4995.37,0
I0000892,O001330,P00186,1,373.3,20
I0000893,O000183,P00123,3,1104.79,10
I0000894,O000781,P00397,4,4080.78,0
I0000895,O000197,P00352,2,4795.14,0
I0000896,O001024,P00441,3,5340.29,5
I0000897,O000465,P00412,2,1698.15,20
I0000898,O000926,P00084,3,1248.98,15
I0000899,O001242,P00264,1,5962.65,15
I0000900,O000196,P00061,3,1778.46,15
I0000901,O000670,P00013,1,1808.71,0
I0000902,O000354,P00384,1,645.12,15
I0000903,O001097,P00511,2,298.38,5
I0000904,O001229,P00100,2,1987.52,0
I0000905,O001040,P00452,2,950.08,25
I0000906,O001275,P00456,1,5219.06,15
I0000907,O000597,P00124,3,3627.24,20
I0000908,O001062,P00185,5,1255.23,0
I0000909,O001236,P00510,2,2132.25,15
I0000910,O001349,P00346,4,4948.0,10
I0000911,O001370,P00459,1,1884.23,5
I0000912,O000290,P00253,3,3484.49,25
I0000913,O000828,P00503,2,1599.56,0
I0000914,O000203,P00492,5,4307.44,0
I0000915,O001154,P00329,5,2026.98,15
I0000916,O001119,P00535,4,591.58,5
I0000917,O000918,P00329,2,2175.31,5
I0000918,O000892,P00437,4,281.88,10
I0000919,O000214,P00025,4,1626.26,10
I0000920,O001020,P00399,3,1618.46,25
I0000921,O001081,P00295,1,8095.91,0
I0000922,O001204,P00092,3,267.57,15
I0000923,O000099,P00178,3,7337.86,0
I0000924,O000386,P00311,4,6145.21,15
I0000925,O001042,P00054,4,5686.01,0
I0000926,O001395,P00521,3,2663.41,0
I0000927,O000381,P00102,4,4057.87,20
I0000928,O000417,P00328,1,807.32,15
I0000929,O000782,P00016,1,1699.64,20
I0000930,O000010,P00120,3,273.66,20
I0000931,O000799,P00339,2,6953.67,5
I0000932,O000320,P00412,1,1546.82,0
I0000933,O001394,P00265,4,5079.03,25
I0000934,O001339,P00318,2,2859.94,5
I0000935,O000852,P00420,1,2396.5,10
I0000936,O001000,P00285,2,5267.76,0
I0000937,O000920,P00405,1,1754.69,20
I0000938,O001306,P00229,1,1101.0,0
I0000939,O000376,P00501,1,2217.03,0
I0000940,O000584,P00263,4,1143.98,5
I0000941,O000245,P00268,1,3569.94,0
I0000942,O001020,P00089,5,6035.54,15
I0000943,O000981,P00037,4,5118.64,0
I0000944,O000378,P00039,4,3527.78,20
I0000945,O000893,P00070,2,4596.76,10
I0000946,O001223,P00147,4,3768.39,20
I0000947,O000431,P00516,2,2274.72,0
I0000948,O000700,P00015,2,3905.76,5
I0000949,O000947,P00180,3,6392.52,20
I0000950,O000779,P00058,4,2147.52,5
I0000951,O000462,P00518,1,3816.36,0
I0000952,O000052,P00344,4,7605.26,0
I0000953,O001083,P00252,5,2630.98,0
I0000954,O000651,P00147,5,2798.9,20
I0000955,O001061,P00067,4,4329.99,15
I0000956,O000759,P00174,3,5004.92,0
I0000957,O000781,P00240,1,1201.86,0
I0000958,O000246,P00397,5,4323.82,25
I0000959,O001118,P00037,5,5032.69,20
I0000960,O001321,P00488,5,6489.56,20
I0000961,O000487,P00397,4,4060.3,15
I0000962,O001304,P00257,3,5143.23,0
I0000963,O000738,P00466,5,1846.46,5
I0000964,O000527,P00179,4,2617.81,5
I0000965,O000615,P00022,4,4992.34,10
I0000966,O000465,P00421,5,5183.82,0
I0000967,O000832,P00362,2,6176.28,10
I0000968,O000910,P00472,4,4616.72,10
I0000969,O000668,P00373,3,5501.44,0
I0000970,O000504,P00543,2,5288.61,0
I0000971,O000745,P00200,5,5223.4,15
I0000972,O001319,P00419,3,2945.42,10
I0000973,O000223,P00145,4,2829.63,10
I0000974,O000845,P00308,5,4304.33,0
I0000975,O000321,P00346,5,5164.86,15
I0000976,O000908,P00443,2,5970.63,0
I0000977,O001367,P00396,5,4602.82,20
I0000978,O001178,P00160,4,5761.37,0
I0000979,O000649,P00155,4,208.43,25
I0000980,O000648,P00134,4,353.59,25
I0000981,O001385,P00544,1,4119.44,0
I0000982,O000018,P00088,1,5466.12,25
I0000983,O000185,P00055,3,6355.61,5
I0000984,O000437,P00208,2,1873.26,0
I0000985,O000647,P00372,5,3333.66,25
I0000986,O000694,P00458,4,2668.2,5
I0000987,O001151,P00311,1,5643.63,0
I0000988,O000243,P00168,4,4560.47,15
I0000989,O001151,P00420,2,2166.29,10
I0000990,O000233,P00288,2,5103.81,0
I0000991,O000081,P00456,1,5466.92,10
I0000992,O000977,P00485,4,243.86,0
I0000993,O001198,P00372,4,3318.77,10
I0000994,O001376,P00021,4,2539.59,5
I0000995,O000142,P00088,3,4075.46,15
I0000996,O000307,P00308,4,4430.43,25
I0000997,O000599,P00202,3,5393.64,25
I0000998,O001235,P00086,3,223.73,10
I0000999,O001209,P00017,5,2987.09,0
I0001000,O000394,P00374,3,7202.33,15
I0001001,O000653,P00025,4,2035.58,0
I0001002,O000539,P00245,3,2955.35,10
I0001003,O000559,P00346,1,5340.3,25
I0001004,O000682,P00470,1,1239.54,0
I0001005,O000040,P00011,5,329.53,0
I0001006,O000796,P00482,4,2334.97,20
I0001007,O000688,P00277,4,3900.74,15
I0001008,O000701,P00435,4,4889.33,5
I0001009,O000396,P00268,5,3709.95,5
I0001010,O001376,P00086,4,156.33,20
I0001011,O000233,P00327,5,1046.51,0
I0001012,O000153,P00110,2,3317.0,0
I0001013,O000486,P00158,5,7559.02,25
I0001014,O000028,P00078,1,1498.71,5
I0001015,O001194,P00073,2,4543.24,25
I0001016,O001362,P00472,3,3292.96,0
I0001017,O000409,P00058,2,2910.44,0
I0001018,O000188,P00191,1,4077.08,25
I0001019,O000103,P00239,2,4761.04,10
I0001020,O000395,P00329,5,1949.02,0
I0001021,O000382,P00508,5,3780.51,20
I0001022,O000379,P00063,4,850.3,0
I0001023,O000540,P00181,2,2165.37,15
I0001024,O000156,P00194,1,4725.14,25
I0001025,O000333,P00330,2,4812.39,25
I0001026,O000845,P00304,5,4799.87,5
I0001027,O000514,P00224,4,508.13,20
I0001028,O000015,P00247,5,4965.75,20
I0001029,O000331,P00258,3,3481.22,0
I0001030,O000124,P00506,3,3835.53,25
I0001031,O001381,P00441,1,7061.1,20
I0001032,O001382,P00457,1,4419.83,15
I0001033,O001389,P00371,5,1295.04,15
I0001034,O000924,P00269,3,4049.01,25
I0001035,O001024,P00492,3,3479.27,10
I0001036,O000390,P00321,5,409.13,0
I0001037,O000840,P00044,3,493.32,10
I0001038,O000950,P00333,4,3772.58,10
I0001039,O000291,P00464,2,4462.85,10
I0001040,O000286,P00430,1,6591.09,10
I0001041,O000749,P00153,4,649.96,25
I0001042,O001215,P00177,2,4307.23,0
I0001043,O000802,P00098,1,1519.43,5
I0001044,O000045,P00346,2,4849.63,0
I0001045,O000569,P00311,5,5821.12,10
I0001046,O000892,P00512,4,651.25,0
I0001047,O000724,P00500,1,4329.91,0
I0001048,O001245,P00332,4,5016.17,0
I0001049,O000444,P00532,4,6663.39,0
I0001050,O000694,P00316,2,6531.3,20
I0001051,O000250,P00440,5,5947.71,15
I0001052,O000765,P00289,3,5240.55,25
I0001053,O001158,P00132,3,8515.45,0
I0001054,O000758,P00019,4,1115.89,0
I0001055,O000641,P00335,2,1785.81,10
I0001056,O000698,P00288,5,4937.79,5
I0001057,O000660,P00200,2,5009.52,15
I0001058,O001249,P00235,5,5939.07,25
I0001059,O001154,P00256,4,3666.72,0
I0001060,O000196,P00321,5,437.79,0
I0001061,O001084,P00330,1,5005.86,15
I0001062,O000921,P00273,1,4104.81,0
I0001063,O000746,P00283,2,7384.88,0
I0001064,O000458,P00486,2,1663.46,5
I0001065,O000989,P00365,5,2358.06,25
I0001066,O000993,P00280,3,1045.85,15
I0001067,O001323,P00550,2,927.64,15
I0001068,O000125,P00124,3,4707.47,0
I0001069,O000579,P00537,5,5247.2,10
I0001070,O000611,P00434,1,4997.31,0
I0001071,O000060,P00304,1,5077.49,25
I0001072,O000755,P00432,1,4423.76,0
I0001073,O001138,P00458,4,2128.73,10
I0001074,O000561,P00322,1,235.92,0
I0001075,O000334,P00465,3,3574.67,5
I0001076,O000108,P00018,1,4707.02,15
I0001077,O000291,P00489,3,948.57,20
I0001078,O000053,P00385,5,4094.16,20
I0001079,O000365,P00332,4,5097.87,25
I0001080,O000664,P00036,3,2400.83,15
I0001081,O000115,P00041,5,1765.05,20
I0001082,O000131,P00136,4,4379.48,0
I0001083,O001071,P00156,1,2580.44,20
I0001084,O000738,P00241,1,1871.87,5
I0001085,O000704,P00084,4,1248.55,10
I0001086,O000128,P00411,5,6786.04,20
I0001087,O001123,P00406,2,5364.75,25
I0001088,O000326,P00213,4,4412.77,25
I0001089,O000491,P00268,2,3065.52,20
I0001090,O001317,P00025,1,1991.5,0
I0001091,O000087,P00491,1,2943.9,0
I0001092,O001026,P00157,2,5074.37,10
I0001093,O001045,P00406,1,5255.84,10
I0001094,O001127,P00025,4,1448.64,0
I0001095,O000471,P00037,2,6267.41,0
I0001096,O001192,P00358,1,2246.15,15
I0001097,O000436,P00169,4,3012.31,0
I0001098,O001140,P00289,3,4432.52,10
I0001099,O001245,P00164,2,1946.35,0
I0001100,O000805,P00335,3,1436.83,5
I0001101,O000913,P00463,1,2538.35,20
I0001102,O000420,P00525,4,1021.37,0
I0001103,O000422,P00397,1,3329.72,15
I0001104,O001215,P00306,2,5405.98,5
I0001105,O001327,P00475,1,6751.18,15
I0001106,O001047,P00259,2,1822.73,0
I0001107,O000684,P00222,2,4808.36,20
I0001108,O000938,P00398,3,4750.64,15
I0001109,O000984,P00170,4,2426.01,5
I0001110,O001263,P00255,1,2488.06,0
I0001111,O000103,P00032,5,6010.06,5
I0001112,O000912,P00001,3,1368.97,15
I0001113,O000110,P00164,1,2042.77,20
I0001114,O000764,P00196,4,3036.71,10
I0001115,O000072,P00023,3,2166.19,5
I0001116,O000936,P00146,3,185.58,25
I0001117,O001304,P00210,1,4834.54,20
I0001118,O000358,P00032,4,4237.18,0
I0001119,O001188,P00241,4,1697.17,5
I0001120,O001154,P00277,1,4086.86,20
I0001121,O000134,P00157,2,5245.19,10
I0001122,O001019,P00031,1,5759.39,10
I0001123,O000028,P00423,2,1487.88,0
I0001124,O000577,P00065,3,7469.03,0
I0001125,O001375,P00274,1,3795.97,25
I0001126,O000918,P00193,2,2231.18,20
I0001127,O000892,P00046,5,421.57,20
I0001128,O000097,P00501,2,1998.19,0
I0001129,O000968,P00377,4,421.31,5
I0001130,O001108,P00381,5,4548.33,20
I0001131,O000357,P00356,4,2801.43,5
I0001132,O000599,P00479,3,873.08,20
I0001133,O000836,P00507,5,2510.42,10
I0001134,O000519,P00089,5,7911.33,5
I0001135,O000924,P00368,4,2091.91,25
I0001136,O000704,P00169,1,3507.91,25
I0001137,O000700,P00149,5,1527.13,25
I0001138,O000286,P00164,5,2568.27,25
I0001139,O000168,P00211,4,1977.79,0
I0001140,O000086,P00514,5,7555.77,15
I0001141,O001128,P00005,3,7824.71,0
I0001142,O001002,P00233,3,4104.07,20
I0001143,O000809,P00383,5,4709.58,25
I0001144,O001182,P00403,2,2438.01,10
I0001145,O001312,P00109,2,5612.48,0
I0001146,O001034,P00193,1,2222.91,10
I0001147,O000628,P00148,1,784.17,10
I0001148,O001110,P00311,2,6893.79,25
I0001149,O000034,P00196,1,2970.88,0
I0001150,O001394,P00213,2,4321.16,5
I0001151,O000865,P00464,1,4800.29,20
I0001152,O001224,P00413,1,127.86,10
I0001153,O000623,P00384,2,715.88,15
I0001154,O001216,P00490,5,403.24,10
I0001155,O000655,P00033,4,1148.68,5
I0001156,O001104,P00485,4,311.2,10
I0001157,O000056,P00360,4,4329.69,10
I0001158,O000517,P00089,4,6976.05,0
I0001159,O000932,P00252,1,2736.83,5
I0001160,O000962,P00248,5,5614.69,5
I0001161,O001257,P00463,2,2350.4,0
I0001162,O001383,P00132,5,7971.93,15
I0001163,O001029,P00456,1,5583.74,5
I0001164,O001339,P00398,5,4336.9,5
I0001165,O001006,P00121,5,3871.6,10
I0001166,O000082,P00301,2,1797.98,5
I0001167,O000318,P00437,1,352.02,0
I0001168,O000996,P00204,4,402.05,10
I0001169,O000090,P00181,4,2325.34,0
I0001170,O001011,P00349,5,3002.49,10
I0001171,O000337,P00119,1,5967.78,20
I0001172,O001017,P00025,4,1657.9,20
I0001173,O001076,P00441,1,7401.47,5
I0001174,O000971,P00109,4,4316.79,10
I0001175,O000134,P00433,1,6248.09,20
I0001176,O000822,P00367,4,3783.01,0
I0001177,O000050,P00141,1,5197.13,15
I0001178,O000914,P00192,2,5100.57,15
I0001179,O000539,P00383,5,4625.14,25
I0001180,O000847,P00190,5,5216.81,0
I0001181,O000302,P00238,2,1507.82,20
I0001182,O000762,P00401,1,4555.93,25
I0001183,O001075,P00013,1,2021.96,15
I0001184,O000622,P00544,1,5658.18,0
I0001185,O000984,P00328,2,906.3,0
I0001186,O000981,P00487,4,5395.93,0
I0001187,O001298,P00398,5,4182.01,25
I0001188,O001367,P00073,2,3679.67,15
I0001189,O000979,P00149,1,1511.0,0
I0001190,O001284,P00169,2,3853.7,25
I0001191,O000538,P00371,2,1053.08,25
I0001192,O000657,P00443,1,8203.3,0
I0001193,O000801,P00198,3,4049.17,25
I0001194,O000982,P00231,2,1915.25,25
I0001195,O001324,P00522,4,7886.35,20
I0001196,O001227,P00162,2,2118.7,10
I0001197,O001229,P00077,4,2860.27,0
I0001198,O001314,P00087,2,2843.98,5
I0001199,O000952,P00403,3,2748.09,5
I0001200,O001240,P00311,5,6080.72,5
I0001201,O000999,P00482,5,2736.5,25
I0001202,O000691,P00141,4,5026.44,10
I0001203,O001059,P00351,5,7230.4,0
I0001204,O000556,P00258,3,4847.12,15
I0001205,O000642,P00526,2,7369.53,5
I0001206,O000392,P00246,5,2524.83,5
I0001207,O001061,P00197,3,4349.88,5
I0001208,O000869,P00271,5,1900.12,0
I0001209,O000390,P00143,3,3143.27,5
I0001210,O000948,P00329,2,2032.23,0
I0001211,O001308,P00121,3,4001.8,15
I0001212,O001327,P00346,2,5456.0,5
I0001213,O000992,P00252,4,3124.6,15
I0001214,O000700,P00471,5,6238.8,15
I0001215,O000255,P00074,3,4514.84,25
I0001216,O000137,P00403,1,2269.81,5
I0001217,O001128,P00507,4,2747.87,5
I0001218,O000862,P00524,5,6257.12,0
I0001219,O001220,P00438,4,2256.99,10
I0001220,O000245,P00397,3,3238.28,0
I0001221,O000085,P00371,1,1245.97,5
I0001222,O001097,P00111,5,4427.41,25
I0001223,O000420,P00099,4,1617.96,20
I0001224,O000229,P00062,1,6204.14,15
I0001225,O000881,P00284,3,3011.77,0
I0001226,O000725,P00274,5,4746.33,0
I0001227,O001197,P00024,5,6852.32,0
I0001228,O000417,P00176,4,4647.98,0
I0001229,O001170,P00165,1,4048.89,5
I0001230,O000196,P00498,1,1737.56,10
I0001231,O000942,P00227,2,7288.98,0
I0001232,O000220,P00226,3,3927.82,20
I0001233,O001188,P00316,4,7103.46,25
I0001234,O000438,P00396,4,4729.61,25
I0001235,O000910,P00084,4,1108.6,20
I0001236,O000779,P00394,5,425.73,25
I0001237,O001379,P00279,2,4138.01,25
I0001238,O000660,P00537,3,4716.21,15
I0001239,O001243,P00398,4,3510.92,0
I0001240,O001400,P00080,5,7065.07,25
I0001241,O000447,P00414,2,1781.74,10
I0001242,O000596,P00281,2,2686.4,10
I0001243,O001154,P00481,1,973.64,20
I0001244,O000045,P00067,4,4081.56,5
I0001245,O000042,P00369,4,641.74,20
I0001246,O000184,P00457,4,5158.78,5
I0001247,O000751,P00235,3,7730.01,5
I0001248,O000346,P00491,2,2944.08,15
I0001249,O001088,P00530,5,1950.03,25
I0001250,O000747,P00038,4,3498.28,0
I0001251,O000190,P00093,2,4261.87,15
I0001252,O000163,P00052,3,1700.14,5
I0001253,O000601,P00464,2,3490.97,10
I0001254,O000470,P00286,2,1608.46,0
I0001255,O000475,P00534,1,6215.74,15
I0001256,O001341,P00054,5,6269.74,25
I0001257,O001123,P00181,3,2494.99,10
I0001258,O000036,P00172,2,3283.46,0
I0001259,O000208,P00079,1,3379.77,25
I0001260,O000255,P00184,5,1772.52,15
I0001261,O000313,P00378,2,7217.14,0
I0001262,O000667,P00252,1,3283.72,25
I0001263,O000043,P00279,5,4153.61,0
I0001264,O000343,P00404,2,1742.9,0
I0001265,O001248,P00136,2,4240.83,15
I0001266,O000504,P00286,4,1638.82,20
I0001267,O000332,P00113,2,7100.44,25
I0001268,O000773,P00044,1,427.47,5
I0001269,O001004,P00472,5,4186.93,10
I0001270,O000956,P00414,5,2280.57,15
