order_id,customer_id,order_date,status,region_code
O000430,C00403,2024-12-14 01:42:00,RETURNED,CENTRAL
O000431,C00093,2026-02-20 18:14:14,DELIVERED,EAST
O000432,C00136,2025-08-18 05:14:59,DELIVERED,WEST
O000433,C00562,2026-02-16 01:39:22,DELIVERED,NORTH
O000434,C00445,2025-08-23 18:07:53,DELIVERED,SOUTH
O000435,C00573,2024-11-26 17:22:14,SHIPPED,WEST
O000436,C00201,2026-05-09 20:39:44,DELIVERED,CENTRAL
O000437,C00074,2025-03-20 08:40:59,DELIVERED,WEST
O000438,C00092,2025-06-07 20:49:58,SHIPPED,WEST
O000439,C00357,2025-09-17 13:09:35,SHIPPED,EAST
O000440,C00025,2026-03-11 23:43:24,DELIVERED,SOUTH
O000441,C00453,2025-07-04 22:17:48,DELIVERED,WEST
O000442,C00205,2024-08-25 08:21:42,DELIVERED,SOUTH
O000443,C00116,2026-07-26 02:59:06,DELIVERED,SOUTH
O000444,C00295,2026-04-07 05:14:15,PLACED,NORTH
O000445,C00483,2025-05-19 16:14:49,PLACED,SOUTH
O000446,C00217,2026-08-07 19:26:56,SHIPPED,CENTRAL
O000447,C00495,2025-04-01 19:50:31,DELIVERED,SOUTH
O000448,C00386,2026-06-22 00:31:49,DELIVERED,CENTRAL
O000449,C00175,2024-08-24 09:09:42,PLACED,SOUTH
O000450,C00278,2026-06-24 22:21:36,PLACED,NORTH
O000451,C00278,2024-09-17 14:00:39,DELIVERED,EAST
O000452,C00300,2024-10-29 00:33:19,CANCELLED,WEST
O000453,C00521,2025-03-04 13:43:18,RETURNED,NORTH
O000454,C00545,2025-05-30 17:30:24,SHIPPED,SOUTH
O000455,C00575,2025-12-05 16:32:08,CANCELLED,NORTH
O000456,C00543,2024-08-20 08:52:05,DELIVERED,WEST
O000457,C00019,2025-08-17 05:34:37,DELIVERED,EAST
O000458,C00310,2025-07-09 22:37:29,DELIVERED,CENTRAL
O000459,C00264,2025-04-19 02:07:06,CANCELLED,NORTH
O000460,C00231,2026-01-30 10:03:44,SHIPPED,WEST
O000461,C00090,2026-05-14 04:51:30,DELIVERED,CENTRAL
O000462,C00233,2026-06-05 22:09:33,DELIVERED,CENTRAL
O000463,C00320,2024-12-14 15:23:16,CANCELLED,EAST
O000464,C00135,2025-10-13 19:36:10,SHIPPED,SOUTH
O000465,C00208,2026-02-25 19:34:15,CANCELLED,EAST
O000466,C00139,2026-06-16 18:55:55,DELIVERED,SOUTH
O000467,C00162,2026-05-13 20:25:34,DELIVERED,CENTRAL
O000468,C00189,2026-01-07 04:10:16,DELIVERED,SOUTH
O000469,C00327,2026-07-25 00:56:03,CANCELLED,WEST
O000470,C00454,05-09-2025 10:54:19,DELIVERED,EAST
O000471,C00110,2024-12-13 06:42:11,SHIPPED,NORTH
O000472,C00274,2026-03-29 22:19:23,DELIVERED,CENTRAL
O000473,C00238,2025-03-04 21:34:25,DELIVERED,NORTH
O000474,C00489,2025-07-13 02:45:16,SHIPPED,CENTRAL
O000475,C00383,2025-11-03 23:30:39,SHIPPED,WEST
O000476,C00141,2025-11-26 17:06:47,SHIPPED,SOUTH
O000477,C00016,2024-08-13 14:44:13,CANCELLED,WEST
O000478,C00210,2025-02-23 07:14:44,PLACED,WEST
O000479,C00333,2026-04-03 17:41:56,CANCELLED,SOUTH
O000480,C00043,2025-09-21 14:36:05,DELIVERED,WEST
O000481,C00404,2026-07-18 11:15:11,DELIVERED,CENTRAL
O000482,C00538,2026-03-11 19:22:54,DELIVERED,NORTH
O000483,C00463,2025-12-26 03:50:27,DELIVERED,NORTH
O000484,C00551,2025-03-19 18:44:46,DELIVERED,NORTH
O000485,C00529,2026-02-02 13:57:56,DELIVERED,NORTH
O000486,C00451,2025-01-21 10:27:44,DELIVERED,EAST
O000487,C00171,2025-04-29 16:39:28,DELIVERED,CENTRAL
O000488,C00146,2024-09-04 18:40:59,DELIVERED,WEST
O000489,C00116,2024-10-11 18:05:21,SHIPPED,CENTRAL
O000490,C00139,2026-06-23 19:45:17,DELIVERED,EAST
O000491,C00184,2025-10-15 00:46:04,DELIVERED,SOUTH
O000492,C00257,2025-10-19 03:08:39,DELIVERED,SOUTH
O000493,C00094,2026-07-16 04:21:32,SHIPPED,WEST
O000494,C00088,2026-04-21 13:04:30,DELIVERED,WEST
O000495,C00164,2026-07-25 18:29:24,DELIVERED,WEST
O000496,C00344,2024-08-24 06:04:57,DELIVERED,SOUTH
O000497,C00184,2024-12-24 05:07:32,DELIVERED,NORTH
O000498,C00317,2025-09-13 11:04:37,DELIVERED,WEST
O000499,C00186,2025-05-02 22:40:09,SHIPPED,SOUTH
O000500,C00260,2025-02-02 23:59:22,PLACED,WEST
O000501,C00006,2025-12-03 19:38:56,DELIVERED,WEST
O000502,C00488,2025-03-11 07:45:25,DELIVERED,WEST
O000503,C00007,2024-09-30 21:45:01,DELIVERED,CENTRAL
O000504,C00571,2025-04-21 22:25:32,DELIVERED,SOUTH
O000505,C00152,2024-08-30 06:35:26,PLACED,EAST
O000506,C00034,2024-08-17 05:09:13,DELIVERED,CENTRAL
O000507,C00090,2025-05-12 11:54:58,PLACED,WEST
O000508,C00292,2025-01-09 05:44:05,DELIVERED,CENTRAL
O000509,C00182,2026-02-17 20:19:44,RETURNED,CENTRAL
O000510,C00096,2025-07-14 01:09:56,DELIVERED,EAST
O000511,C00070,2025-07-23 13:39:27,DELIVERED,CENTRAL
O000512,C00483,2024-09-15 10:31:21,SHIPPED,EAST
O000513,C00424,2025-06-13 19:03:00,DELIVERED,SOUTH
O000514,C00112,2026-03-29 01:58:45,DELIVERED,CENTRAL
O000515,C00295,2024-10-08 17:28:13,DELIVERED,EAST
O000516,C00589,2025-04-02 18:59:23,RETURNED,EAST
O000517,C00577,20-11-2024 22:13:35,DELIVERED,WEST
O000518,C00239,2025-11-27 06:24:39,DELIVERED,SOUTH
O000519,C00025,2024-07-12 04:09:52,DELIVERED,NORTH
O000520,C00425,2026-08-05 07:24:34,DELIVERED,EAST
O000521,C00218,2025-07-04 20:15:53,PLACED,SOUTH
O000522,C00261,2026-06-17 10:06:52,DELIVERED,EAST
O000523,C00564,2025-05-14 18:18:31,DELIVERED,NORTH
O000524,C00350,2024-11-04 11:59:43,DELIVERED,CENTRAL
O000525,C00180,2026-04-02 00:55:15,SHIPPED,EAST
O000526,C00486,2026-05-30 17:18:16,DELIVERED,SOUTH
O000527,C00472,2025-11-16 05:31:05,CANCELLED,CENTRAL
O000528,C00424,2025-06-19 16:41:55,CANCELLED,NORTH
O000529,C00579,2025-12-26 10:45:34,DELIVERED,EAST
O000530,C00020,2026-01-30 19:22:18,SHIPPED,EAST
O000531,C00153,2025-07-08 02:16:17,DELIVERED,NORTH
O000532,C00548,2025-06-23 13:31:22,DELIVERED,CENTRAL
O000533,C00192,2026-03-23 14:02:40,DELIVERED,EAST
O000534,C00033,2026-07-03 11:18:41,DELIVERED,NORTH
O000535,C00381,2025-12-01 08:30:47,DELIVERED,EAST
O000536,C00310,2025-02-17 18:58:44,SHIPPED,EAST
O000537,C00095,2024-08-18 07:13:08,DELIVERED,NORTH
O000538,C00158,2025-11-17 18:04:02,SHIPPED,WEST
O000539,C00318,2026-07-31 18:55:31,DELIVERED,SOUTH
O000540,C00136,2024-10-19 18:39:11,SHIPPED,NORTH
O000541,C00535,2025-10-24 13:58:20,SHIPPED,EAST
O000542,C00090,2024-08-25 21:29:53,DELIVERED,NORTH
O000543,C00320,2024-10-24 18:48:52,PLACED,EAST
O000544,C00329,2026-04-26 07:30:03,SHIPPED,EAST
O000545,C00327,2025-04-20 19:14:25,DELIVERED,NORTH
O000546,C00162,2025-04-16 05:17:50,DELIVERED,NORTH
O000547,C00527,2026-04-09 20:14:10,SHIPPED,CENTRAL
O000548,C00327,2025-07-04 19:51:45,DELIVERED,EAST
O000549,C00176,2026-02-18 08:46:28,PLACED,CENTRAL
O000550,C00455,2025-06-22 19:32:33,PLACED,NORTH
O000551,C00109,2025-11-05 01:41:52,DELIVERED,NORTH
O000552,C00184,2025-09-20 14:07:48,DELIVERED,CENTRAL
O000553,C00365,2026-04-16 16:05:35,DELIVERED,SOUTH
O000554,C00081,2026-07-11 19:17:03,RETURNED,WEST
O000555,C00096,2026-02-12 04:39:33,DELIVERED,WEST
O000556,C00318,2024-10-18 16:26:53,DELIVERED,WEST
O000557,C00230,2025-11-04 08:17:47,SHIPPED,CENTRAL
O000558,C00402,2025-04-01 13:05:37,SHIPPED,EAST
O000559,C00500,2025-06-08 16:21:51,PLACED,WEST
O000560,C00491,2024-11-03 12:39:23,DELIVERED,SOUTH
O000561,C00589,2025-04-26 12:33:12,SHIPPED,NORTH
O000562,C00334,2025-08-30 03:45:21,DELIVERED,NORTH
O000563,C00473,2025-05-16 19:15:27,DELIVERED,WEST
O000564,C00250,12-03-2025 22:27:58,DELIVERED,WEST
O000565,C00349,2025-08-08 02:15:57,SHIPPED,CENTRAL
O000566,C00581,2025-09-25 15:42:41,DELIVERED,CENTRAL
O000567,C00178,2026-06-21 08:27:32,DELIVERED,NORTH
O000568,C00499,2026-08-07 20:45:59,SHIPPED,CENTRAL
O000569,C00569,2025-10-28 11:42:26,SHIPPED,WEST
O000570,C00416,2025-01-07 11:04:33,PLACED,NORTH
O000571,C00389,2026-06-12 21:34:31,DELIVERED,NORTH
O000572,C00143,2024-10-11 07:47:01,CANCELLED,NORTH
O000573,C00464,2024-12-08 05:17:37,DELIVERED,WEST
O000574,C00458,2026-04-02 20:54:09,SHIPPED,EAST
O000575,C00312,2025-05-13 20:37:26,CANCELLED,WEST
O000576,C00092,2026-07-16 12:23:42,DELIVERED,CENTRAL
O000577,C00131,2025-12-15 14:34:37,CANCELLED,NORTH
O000578,C00055,2025-07-24 19:50:42,PLACED,CENTRAL
O000579,C00289,2025-07-13 03:51:17,CANCELLED,SOUTH
O000580,C00404,2025-09-26 21:20:52,DELIVERED,WEST
O000581,C00446,2025-08-30 13:45:11,DELIVERED,SOUTH
O000582,C00193,2025-11-09 04:55:27,DELIVERED,EAST
O000583,C00296,2025-09-11 05:28:39,RETURNED,SOUTH
O000584,C00074,2024-11-25 00:16:59,DELIVERED,SOUTH
O000585,C00448,2026-07-19 17:34:51,RETURNED,SOUTH
O000586,C00426,2024-10-05 04:51:24,CANCELLED,CENTRAL
O000587,C00185,2025-09-19 22:33:09,DELIVERED,WEST
O000588,C00394,2026-01-27 16:14:47,DELIVERED,SOUTH
O000589,C00008,2025-09-18 21:52:21,DELIVERED,SOUTH
O000590,C00276,2026-07-10 18:07:41,DELIVERED,CENTRAL
O000591,C00035,2026-02-21 13:13:18,RETURNED,CENTRAL
O000592,C00116,2025-11-17 13:16:49,DELIVERED,NORTH
O000593,C00287,2024-12-03 19:01:36,DELIVERED,NORTH
O000594,C00091,2025-12-28 22:04:22,DELIVERED,NORTH
O000595,C00553,2026-06-11 22:55:57,DELIVERED,EAST
O000596,C00352,2026-03-30 01:46:56,DELIVERED,NORTH
O000597,C00525,2025-11-03 16:23:30,CANCELLED,CENTRAL
O000598,C00432,2026-08-01 11:55:51,DELIVERED,EAST
O000599,C00037,2025-05-03 05:57:34,DELIVERED,CENTRAL
O000600,C00267,2025-05-18 20:23:05,PLACED,WEST
O000601,C00587,2026-02-23 06:01:00,PLACED,EAST
O000602,C00028,2026-08-05 22:35:29,DELIVERED,NORTH
O000603,C00079,2024-11-17 18:16:08,CANCELLED,EAST
O000604,C00288,2025-03-26 04:41:11,DELIVERED,EAST
O000605,C00179,2024-07-25 03:55:20,CANCELLED,SOUTH
O000606,C00379,2026-05-16 16:07:22,DELIVERED,EAST
O000607,C00497,2026-06-28 08:27:37,SHIPPED,CENTRAL
O000608,C00087,2024-08-13 12:20:36,RETURNED,CENTRAL
O000609,C00423,2024-12-15 17:55:03,DELIVERED,SOUTH
O000610,C00172,2026-05-18 15:53:14,DELIVERED,EAST
O000611,C00271,04-09-2024 23:14:41,DELIVERED,NORTH
O000612,C00476,2024-09-02 05:57:46,DELIVERED,EAST
O000613,C00240,2025-11-10 19:14:57,DELIVERED,WEST
O000614,C00149,2025-11-08 09:25:21,DELIVERED,WEST
O000615,C00460,2024-07-23 10:22:31,DELIVERED,EAST
O000616,C00100,2026-01-04 01:21:15,CANCELLED,EAST
O000617,C00280,2025-09-26 22:05:16,DELIVERED,EAST
O000618,C00599,2024-10-19 09:09:27,DELIVERED,SOUTH
O000619,C00200,2026-08-01 21:17:44,DELIVERED,SOUTH
O000620,C00011,2025-05-27 19:47:55,DELIVERED,NORTH
O000621,C00101,2024-07-23 14:50:02,DELIVERED,WEST
O000622,C00291,2025-07-05 07:50:58,DELIVERED,NORTH
O000623,C00095,2024-08-04 22:24:44,PLACED,CENTRAL
O000624,C00125,2026-05-14 07:45:18,DELIVERED,NORTH
O000625,C00134,2024-10-07 21:52:36,DELIVERED,CENTRAL
O000626,C00189,2025-01-16 03:53:47,DELIVERED,WEST
O000627,C00465,2026-05-18 02:37:03,CANCELLED,EAST
O000628,C00264,2025-09-21 11:38:08,SHIPPED,NORTH
O000629,C00392,2025-04-20 02:07:56,DELIVERED,NORTH
O000630,C00183,2025-04-01 09:29:49,DELIVERED,WEST
O000631,C00403,2025-02-01 22:04:52,SHIPPED,WEST
O000632,C00554,2024-10-30 05:05:56,DELIVERED,SOUTH
O000633,C00109,2026-03-31 23:17:02,CANCELLED,EAST
O000634,C00075,2024-10-24 01:07:48,PLACED,EAST
O000635,C00510,2025-10-10 00:32:38,SHIPPED,NORTH
O000636,C00273,2024-08-18 14:04:40,SHIPPED,EAST
O000637,C00004,2025-08-15 20:46:58,DELIVERED,WEST
O000638,C00414,2025-11-12 15:44:13,DELIVERED,NORTH
O000639,C00004,2026-01-15 08:05:01,DELIVERED,WEST
O000640,C00549,2024-11-12 20:30:48,RETURNED,EAST
O000641,C00411,2025-06-17 10:53:11,PLACED,NORTH
O000642,C00349,2025-07-20 19:19:33,SHIPPED,WEST
O000643,C00208,2025-05-03 23:26:46,SHIPPED,NORTH
O000644,C00307,2025-08-08 06:48:54,DELIVERED,NORTH
O000645,C00499,2026-04-17 12:56:28,SHIPPED,WEST
O000646,C00144,2026-08-02 06:45:32,PLACED,NORTH
O000647,C00245,2026-07-18 21:26:57,DELIVERED,NORTH
O000648,C00316,2026-01-15 23:17:11,DELIVERED,WEST
O000649,C00348,2024-07-27 01:12:34,PLACED,NORTH
O000650,C00217,2025-08-30 04:09:50,DELIVERED,CENTRAL
O000651,C00153,2025-10-23 19:23:47,DELIVERED,SOUTH
O000652,C00145,2024-09-22 01:12:12,DELIVERED,NORTH
O000653,C00047,2025-11-05 22:22:30,DELIVERED,SOUTH
O000654,C00052,2024-07-25 06:07:56,CANCELLED,NORTH
O000655,C00175,2025-10-21 22:06:53,DELIVERED,NORTH
O000656,C00510,2024-10-27 04:01:04,DELIVERED,CENTRAL
O000657,C00208,2025-02-21 02:09:30,DELIVERED,WEST
O000658,C00590,08-06-2025 04:15:32,DELIVERED,EAST
O000659,C00178,2025-02-14 01:31:14,DELIVERED,NORTH
O000660,C00426,2025-04-17 05:00:11,SHIPPED,EAST
O000661,C00450,2026-01-28 05:52:06,DELIVERED,CENTRAL
O000662,C00103,2024-08-21 04:43:00,DELIVERED,CENTRAL
O000663,C00017,2025-07-31 05:36:16,CANCELLED,NORTH
O000664,C00184,2024-07-17 00:07:25,CANCELLED,CENTRAL
O000665,C00488,2025-04-27 15:00:54,DELIVERED,SOUTH
O000666,C00278,2024-12-04 23:09:22,DELIVERED,WEST
O000667,C00039,2025-03-12 06:12:57,DELIVERED,WEST
O000668,C00309,2026-03-29 03:03:56,DELIVERED,NORTH
O000669,C00197,2026-02-02 08:26:24,SHIPPED,CENTRAL
O000670,C00371,2024-10-16 22:23:42,CANCELLED,CENTRAL
O000671,C00476,2025-12-12 07:50:39,DELIVERED,SOUTH
O000672,C00199,2025-04-20 01:47:34,SHIPPED,SOUTH
O000673,C00510,2026-06-12 17:08:01,SHIPPED,NORTH
O000674,C00373,2024-09-04 23:20:22,DELIVERED,WEST
O000675,C00465,2025-03-25 12:01:55,PLACED,NORTH
O000676,C00162,2026-01-12 06:15:52,DELIVERED,WEST
O000677,C00073,2025-12-20 04:05:11,CANCELLED,WEST
O000678,C00334,2026-03-09 20:58:09,DELIVERED,EAST
O000679,C00334,2025-03-03 03:52:14,DELIVERED,SOUTH
O000680,C00205,2026-08-05 14:52:58,DELIVERED,SOUTH
O000681,C00600,2024-09-24 17:00:32,DELIVERED,WEST
O000682,C00466,2024-12-06 07:43:52,SHIPPED,EAST
O000683,C00199,2024-11-27 16:31:35,DELIVERED,EAST
O000684,C00131,2025-02-03 12:05:24,PLACED,CENTRAL
O000685,C00140,2024-09-10 10:04:38,SHIPPED,WEST
O000686,C00176,2025-10-23 15:05:16,DELIVERED,SOUTH
O000687,C00161,2025-05-09 21:50:18,DELIVERED,CENTRAL
O000688,C00567,2025-01-01 20:54:34,CANCELLED,NORTH
O000689,C00501,2025-09-05 18:51:28,CANCELLED,SOUTH
O000690,C00474,2026-03-08 17:06:00,DELIVERED,WEST
O000691,C00254,2026-08-03 08:50:28,DELIVERED,CENTRAL
O000692,C00153,2025-02-23 21:24:23,CANCELLED,NORTH
O000693,C00042,2025-09-11 01:28:15,RETURNED,CENTRAL
O000694,C00544,2024-08-14 15:21:36,DELIVERED,NORTH
O000695,C00247,2025-10-17 17:53:37,SHIPPED,NORTH
O000696,C00224,2026-06-20 14:39:55,SHIPPED,EAST
O000697,C00093,2025-03-12 23:26:26,PLACED,EAST
O000698,C00585,2024-12-23 16:34:58,DELIVERED,NORTH
O000699,C00142,2025-10-19 16:44:45,CANCELLED,WEST
O000700,C00476,2025-01-16 13:20:50,DELIVERED,NORTH
O000701,C00395,2026-04-14 02:26:05,CANCELLED,EAST
O000702,C00304,2026-01-05 01:03:06,DELIVERED,EAST
O000703,C00556,2026-06-25 22:09:40,DELIVERED,SOUTH
O000704,C00344,2026-06-12 02:48:30,DELIVERED,NORTH
O000705,C00053,20-12-2025 13:06:47,SHIPPED,EAST
O000706,C00042,2025-10-30 22:24:10,DELIVERED,SOUTH
O000707,C00069,2026-05-05 20:12:20,DELIVERED,SOUTH
O000708,C00245,2024-11-29 12:03:18,DELIVERED,WEST
O000709,C00215,2026-08-05 20:58:56,DELIVERED,SOUTH
O000710,C00274,2025-06-04 12:42:09,DELIVERED,WEST
O000711,C00065,2025-04-20 01:50:37,DELIVERED,WEST
O000712,C00540,2025-11-20 18:07:05,DELIVERED,WEST
O000713,C00546,2026-07-07 19:13:36,CANCELLED,WEST
O000714,C00068,2026-04-07 13:15:52,SHIPPED,WEST
O000715,C00401,2024-10-08 02:46:47,CANCELLED,EAST
O000716,C00169,2024-09-27 03:50:33,DELIVERED,SOUTH
O000717,C00210,2025-12-01 05:20:25,DELIVERED,NORTH
O000718,C00555,2025-05-07 15:01:35,RETURNED,WEST
O000719,C00455,2025-07-01 15:09:26,DELIVERED,NORTH
O000720,C00065,2025-05-05 06:44:39,PLACED,SOUTH
O000721,C00344,2025-12-25 23:19:57,DELIVERED,EAST
O000722,C00335,2026-05-13 23:22:58,DELIVERED,CENTRAL
O000723,C00469,2026-01-23 16:04:19,DELIVERED,SOUTH
O000724,C00267,2025-05-20 06:06:48,DELIVERED,EAST
O000725,C00152,2025-05-02 01:35:01,DELIVERED,WEST
O000726,C00165,2024-12-28 22:23:04,DELIVERED,EAST
O000727,C00158,2025-01-13 06:14:43,SHIPPED,NORTH
O000728,C00589,2024-08-22 11:23:19,SHIPPED,EAST
O000729,C00211,2025-07-24 06:34:41,DELIVERED,NORTH
O000730,C00353,2026-05-23 11:24:01,SHIPPED,WEST
O000731,C00547,2026-01-14 05:46:50,DELIVERED,NORTH
O000732,C00149,2025-08-29 18:02:38,RETURNED,EAST
O000733,C00560,2024-12-17 00:01:01,RETURNED,EAST
O000734,C00486,2026-05-04 10:37:18,CANCELLED,CENTRAL
O000735,C00579,2026-05-24 05:12:57,DELIVERED,WEST
O000736,C00491,2025-06-22 03:57:00,CANCELLED,SOUTH
O000737,C00120,2026-06-05 19:55:14,DELIVERED,WEST
O000738,C00457,2026-04-04 07:53:02,DELIVERED,EAST
O000739,C00200,2024-09-05 22:00:10,DELIVERED,SOUTH
O000740,C00024,2025-04-21 06:59:11,SHIPPED,WEST
O000741,C00525,2026-06-04 03:02:31,DELIVERED,WEST
O000742,C00524,2025-06-01 21:49:17,RETURNED,EAST
O000743,C00438,2025-08-22 05:14:50,DELIVERED,EAST
O000744,C00354,2024-07-23 10:13:28,DELIVERED,WEST
O000745,C00221,2026-02-05 03:03:00,DELIVERED,WEST
O000746,C00454,2026-08-09 14:59:33,DELIVERED,WEST
O000747,C00143,2026-07-27 14:56:28,DELIVERED,CENTRAL
O000748,C00213,2024-10-07 05:05:26,DELIVERED,CENTRAL
O000749,C00385,2025-06-19 02:16:04,SHIPPED,WEST
O000750,C00425,2026-04-26 09:48:44,SHIPPED,WEST
O000751,C00141,2026-07-08 20:32:16,SHIPPED,WEST
O000752,C00503,03-05-2025 20:01:35,PLACED,EAST
O000753,C00506,2026-03-02 10:55:33,DELIVERED,WEST
O000754,C00003,2025-02-25 00:50:16,SHIPPED,EAST
O000755,C00484,2026-04-27 23:02:14,SHIPPED,EAST
O000756,C00504,2025-09-11 06:23:29,CANCELLED,SOUTH
O000757,C00284,2024-08-09 04:12:23,DELIVERED,NORTH
O000758,C00596,2026-03-16 13:01:55,DELIVERED,WEST
O000759,C00488,2025-04-01 22:43:31,RETURNED,NORTH
O000760,C00590,2025-07-28 18:31:16,PLACED,EAST
O000761,C00060,2024-12-24 21:02:17,SHIPPED,WEST
O000762,C00366,2026-06-20 04:47:38,SHIPPED,EAST
O000763,C00365,2025-07-15 15:08:05,PLACED,EAST
O000764,C00079,2026-01-04 23:07:26,DELIVERED,SOUTH
O000765,C00172,2024-10-15 21:39:39,DELIVERED,EAST
O000766,C00278,2026-06-12 10:49:21,DELIVERED,EAST
O000767,C00594,2024-10-17 19:19:06,DELIVERED,SOUTH
O000768,C00531,2024-07-24 04:50:49,DELIVERED,WEST
O000769,C00167,2025-09-05 12:15:04,SHIPPED,SOUTH
O000770,C00193,2025-12-08 07:54:40,DELIVERED,CENTRAL
O000771,C00545,2026-03-31 18:59:57,DELIVERED,NORTH
O000772,C00079,2025-09-11 16:37:36,SHIPPED,SOUTH
O000773,C00357,2024-07-28 17:19:10,DELIVERED,EAST
O000774,C00536,2024-11-30 15:57:04,DELIVERED,EAST
O000775,C00030,2025-01-03 10:57:14,DELIVERED,NORTH
O000776,C00146,2025-02-23 04:32:49,DELIVERED,EAST
O000777,C00134,2024-11-16 07:30:03,RETURNED,WEST
O000778,C00080,2026-06-18 03:55:42,PLACED,WEST
O000779,C00202,2025-09-25 01:24:31,SHIPPED,CENTRAL
O000780,C00481,2026-03-10 02:01:07,SHIPPED,EAST
O000781,C00309,2024-08-24 02:16:22,DELIVERED,NORTH
O000782,C00211,2024-11-14 21:46:17,DELIVERED,SOUTH
O000783,C00030,2025-01-16 12:39:35,SHIPPED,EAST
O000784,C00361,2026-02-24 12:31:30,SHIPPED,CENTRAL
O000785,C00248,2026-07-27 22:10:40,DELIVERED,NORTH
O000786,C00015,2024-10-20 20:54:36,DELIVERED,SOUTH
O000787,C00551,2025-04-25 06:06:53,PLACED,NORTH
O000788,C00487,2025-02-15 18:13:04,DELIVERED,CENTRAL
O000789,C00110,2025-01-16 15:52:06,SHIPPED,EAST
O000790,C00220,2025-08-03 15:18:05,DELIVERED,WEST
O000791,C00127,2024-11-03 11:18:12,DELIVERED,CENTRAL
O000792,C00370,2024-11-27 17:54:46,DELIVERED,CENTRAL
O000793,C00085,2026-07-20 01:20:21,DELIVERED,NORTH
O000794,C00468,2025-08-09 10:11:12,DELIVERED,EAST
O000795,C00232,2026-06-14 16:01:29,DELIVERED,EAST
O000796,C00072,2025-09-22 06:44:03,CANCELLED,WEST
O000797,C00184,2026-06-06 13:14:20,PLACED,WEST
O000798,C00406,2026-05-30 03:41:24,DELIVERED,NORTH
O000799,C00405,10-11-2024 05:04:50,DELIVERED,CENTRAL
O000800,C00067,2024-10-23 06:00:13,DELIVERED,SOUTH
O000801,C00414,2025-06-22 07:09:07,SHIPPED,WEST
O000802,C00286,2026-07-23 18:01:58,DELIVERED,CENTRAL
O000803,C00410,2026-03-10 09:47:58,DELIVERED,CENTRAL
O000804,C00524,2025-08-29 17:30:07,DELIVERED,WEST
O000805,C00257,2024-10-29 04:18:34,DELIVERED,SOUTH
O000806,C00031,2026-04-15 04:45:42,SHIPPED,NORTH
O000807,C00028,2024-09-18 17:59:50,RETURNED,WEST
O000808,C00157,2026-03-22 11:45:53,DELIVERED,CENTRAL
O000809,C00533,2024-10-17 02:38:48,DELIVERED,WEST
O000810,C00510,2025-02-02 10:32:56,DELIVERED,EAST
O000811,C00554,2026-01-17 12:22:17,DELIVERED,NORTH
O000812,C00393,2025-09-24 04:11:54,DELIVERED,WEST
O000813,C00037,2025-10-07 16:35:47,PLACED,CENTRAL
O000814,C00169,2026-05-17 10:53:39,DELIVERED,SOUTH
O000815,C00500,2025-05-26 14:01:36,DELIVERED,CENTRAL
O000816,C00568,2026-06-02 17:43:16,DELIVERED,CENTRAL
O000817,C00576,2025-11-04 17:11:17,CANCELLED,CENTRAL
O000818,C00270,2024-09-06 14:06:38,DELIVERED,WEST
O000819,C00292,2026-04-03 12:42:16,DELIVERED,NORTH
O000820,C00132,2026-03-07 01:30:12,DELIVERED,EAST
O000821,C00028,2026-08-09 21:07:20,DELIVERED,EAST
O000822,C00439,2025-08-04 03:24:18,DELIVERED,EAST
O000823,C00058,2025-09-05 12:39:00,DELIVERED,SOUTH
O000824,C00320,2025-03-08 23:27:24,DELIVERED,NORTH
O000825,C00346,2025-05-19 04:01:42,SHIPPED,CENTRAL
O000826,C00472,2025-06-09 01:13:18,DELIVERED,WEST
O000827,C00432,2026-02-12 18:36:09,DELIVERED,WEST
O000828,C00325,2026-03-05 00:40:13,DELIVERED,WEST
O000829,C00101,2025-06-06 20:42:22,DELIVERED,NORTH
O000830,C00345,2026-06-18 07:21:27,DELIVERED,EAST
O000831,C00307,2024-12-28 22:14:45,DELIVERED,WEST
O000832,C00078,2025-02-02 17:57:15,DELIVERED,CENTRAL
O000833,C00272,2025-02-15 10:19:23,PLACED,CENTRAL
O000834,C00095,2025-08-26 08:05:06,DELIVERED,CENTRAL
O000835,C00345,2024-10-16 21:24:35,DELIVERED,CENTRAL
O000836,C00438,2026-01-05 17:09:53,SHIPPED,NORTH
O000837,C00517,2026-05-09 10:51:02,DELIVERED,WEST
O000838,C00321,2026-05-21 19:31:11,SHIPPED,WEST
O000839,C00528,2025-03-25 22:36:54,DELIVERED,CENTRAL
O000840,C00529,2025-01-11 00:32:17,CANCELLED,CENTRAL
O000841,C00479,2025-12-04 07:36:51,DELIVERED,CENTRAL
O000842,C00580,2026-04-01 15:39:08,DELIVERED,NORTH
O000843,C00374,2025-12-27 07:09:58,DELIVERED,SOUTH
O000844,C00446,2024-12-12 10:47:36,DELIVERED,NORTH
O000845,C00423,2026-04-21 07:16:19,DELIVERED,EAST
O000846,C00263,03-05-2026 05:42:27,DELIVERED,SOUTH
O000847,C00117,2025-08-30 08:32:37,SHIPPED,NORTH
O000848,C00476,2025-03-19 11:10:02,DELIVERED,WEST
O000849,C00038,2025-09-16 23:24:52,SHIPPED,EAST
O000850,C00265,2024-11-27 00:55:18,DELIVERED,EAST
O000851,C00181,2026-05-16 19:54:41,DELIVERED,NORTH
O000852,C00021,2026-07-20 17:32:59,PLACED,NORTH
O000853,C00306,2025-05-28 21:45:51,CANCELLED,WEST
O000854,C00093,2025-07-18 23:47:49,DELIVERED,SOUTH
