product_id,product_name,category,subcategory,cost_price
P00539,Urban Furniture,Home,Furniture,1918.07
P00540,Classic Decor,Home,Decor,2963.2
P00541,Elite Fiction,Books,Fiction,1564.68
P00542,Prime Business,Books,Business,4881.23
P00543,Classic Science,Books,Science,3975.87
P00544,Eco Biography,Books,Biography,3273.97
P00545,Prime Smartphone,Electronics,Smartphone,3559.34
P00546,Fusion Laptop,Electronics,Laptop,3492.32
P00547,Zen Headphones,Electronics,Headphones,3952.0
P00548,Swift Smartwatch,Electronics,Smartwatch,3354.42
P00549,Prime T-Shirt,Clothing,T-Shirt,1941.65
P00550,Aura Jeans,Clothing,Jeans,706.55
